paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
CICC-2016-P0001,CICC,CICC,2016,missing,CICC 2016 accepted-paper coverage marker: no reliable title-level source found in this run,,,,other,,,,,,https://dblp.org/db/conf/cicc/index.html,,,,CICC source-discovery audit for 2016,https://dblp.org/db/conf/cicc/index.html,bib_index,secondary,needs_review,low,,,coverage_gap,,,uncertain,Crossref exact CICC/container query returned zero 2016 rows; DBLP index access was unstable and public index did not expose 2016 in the captured pass.,,,,,none,,,no,title|authors|doi|official_url,"Missing coverage marker, not a paper."
CICC-2019-P0117,CICC,CICC,2019,complete,Optimo: A 65Nm 270Mhz 143.2Mw Programmable Spatial-Array-Processor With A Hierarchical Multi-Cast On-Chip Network For Solving Distributed Optimizations,Muya Chang|Li-Hsiang Lin|Justin Romberg|Arijit Raychowdhury,Technical Program,,accepted_paper,10.1109/cicc.2019.8780324,,https://doi.org/10.1109/cicc.2019.8780324,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780324,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0118,CICC,CICC,2019,complete,Portable and Scalable High Voltage Circuits for Automotive Applications in BiCMOS Processes,Sri Navaneeth Easwaran|Samir Camdzic|Robert Weigel,Technical Program,,accepted_paper,10.1109/cicc.2019.8780318,,https://doi.org/10.1109/cicc.2019.8780318,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780318,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0119,CICC,CICC,2019,complete,Power Management for the Internet of Things,Patrick P. Mercier,Technical Program,,accepted_paper,10.1109/cicc.2019.8780215,,https://doi.org/10.1109/cicc.2019.8780215,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780215,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0120,CICC,CICC,2019,complete,Quantum Technology Overview,Mark B. Ritter,Technical Program,,accepted_paper,10.1109/cicc.2019.8780219,,https://doi.org/10.1109/cicc.2019.8780219,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780219,paper,primary,verified,high,T06/T10/T12,emerging_integration_quantum_photonics,3dic|chiplet|quantum|cryo|photonics|emerging,CICC-C11,"Emerging integration, quantum, cryo, photonics, and 3DIC",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0121,CICC,CICC,2019,complete,RRAM fabric for neuromorphic and reconfigurable compute-in-memory systems,Mohammed A. Zidan|Wei D. Lu,Technical Program,,accepted_paper,10.1109/cicc.2019.8780185,,https://doi.org/10.1109/cicc.2019.8780185,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780185,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0122,CICC,CICC,2019,complete,Spatial Temperature Sensor with Distributed MASH Modulators,Hon-Piu Lam|Wing-Hung Ki,Technical Program,,accepted_paper,10.1109/cicc.2019.8780268,,https://doi.org/10.1109/cicc.2019.8780268,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780268,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0123,CICC,CICC,2019,complete,"Three-dimensional Integration (3DI) with Bumpless Interconnects for Tera-scale Generation : High Speed, Low Power, and Ultra-small Operating Platform",Koji Sakui|Takayuki Ohba,Technical Program,,accepted_paper,10.1109/cicc.2019.8780385,,https://doi.org/10.1109/cicc.2019.8780385,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780385,paper,primary,verified,high,T06/T10/T12,emerging_integration_quantum_photonics,3dic|chiplet|quantum|cryo|photonics|emerging,CICC-C11,"Emerging integration, quantum, cryo, photonics, and 3DIC",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0124,CICC,CICC,2019,complete,Time Domain NIRS Optode based on Null/Small Source-Detector Distance for Wearable Applications,Sreenil Saha|Samuel Burri|Claudio Bruschini|Edoardo Charbon|Frederic Lesage|Mohamad Sawan,Technical Program,,accepted_paper,10.1109/cicc.2019.8780320,,https://doi.org/10.1109/cicc.2019.8780320,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780320,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0125,CICC,CICC,2019,complete,Understanding Body Channel Communication : A review: from history to the future applications,Jaeeun Jang|Joonsung Bae|Hoi-Jun Yoo,Technical Program,,accepted_paper,10.1109/cicc.2019.8780224,,https://doi.org/10.1109/cicc.2019.8780224,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780224,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2019-P0126,CICC,CICC,2019,complete,Voltage-Follower Coupling Quadrature Oscillator with Embedded Phase-Interpolator in 16nm FinFET,Xi Chen|Sanquan Song|John Poulton|Nikola Nedovic|Brian Zimmer|Stephen Tell|C. Thomas Gray,Technical Program,,accepted_paper,10.1109/cicc.2019.8780309,,https://doi.org/10.1109/cicc.2019.8780309,,,https://dblp.org/db/conf/cicc/cicc2019.html,,https://doi.org/10.1109/CICC.2019,,Crossref metadata for 2019 IEEE CICC proceedings article,https://doi.org/10.1109/cicc.2019.8780309,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0001,CICC,CICC,2020,complete,A 0.0285mm2 0.68pJ/bit Single-Loop Full-Rate Bang-Bang CDR without Reference and Separate Frequency Detector Achieving an 8.2(Gb/s)/µs Acquisition Speed of PAM-4 data in 28nm CMOS,Xiaoteng Zhao|Yong Chen|Pui-In Mak|Rui P. Martins,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075885,,https://doi.org/10.1109/cicc48029.2020.9075885,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075885,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0002,CICC,CICC,2020,complete,A 0.2-V 10-bit 5-kHz SAR ADC with Dynamic Bulk Biasing and Ultra-Low-Supply-Voltage Comparator,Alexander Petrie|Whitney Kinnison|Yixin Song|Kent Layton|Shiuh-hua Wood Chiang,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075917,,https://doi.org/10.1109/cicc48029.2020.9075917,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075917,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0003,CICC,CICC,2020,complete,A 0.5-3 GHz I/Q Interleaved Direct-Digital RF Modulator with up to 320 MHz Modulation Bandwidth in 40 nm CMOS,Yiyu Shen|Rob Bootsman|Morteza S. Alavi|Leonardus de Vreede,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075949,,https://doi.org/10.1109/cicc48029.2020.9075949,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075949,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0004,CICC,CICC,2020,complete,A 0.5-V 2.07-fJ/b 497-F2 EE/CMOS Hybrid SRAM Physically Unclonable Function with < 1E-7 Bit Error Rate Achieved through Hot Carrier Injection Burn-in,Kunyang Liu|Hongliang Pu|Hirofumi Shinohara,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075875,,https://doi.org/10.1109/cicc48029.2020.9075875,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075875,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0005,CICC,CICC,2020,complete,A 0.55mW Fractional-N PLL with a DC-DC Powered Class-D VCO Achieving Better than -66dBc Fractional and Reference Spurs for NB-IoT,Hossein Rahmanian Kooshkaki|Patrick P. Mercier,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075944,,https://doi.org/10.1109/cicc48029.2020.9075944,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075944,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0006,CICC,CICC,2020,complete,A 0.5V-to-0.9V 0.2GHz-to-5GHz Ultra-Low-Power Digitally-Assisted Analog Ring PLL with Less Than 200ns Lock Time in 22nm FinFET CMOS Technology,Bo Xiang|Yongping Fan|James Ayers|James Shen|Dan Zhang,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075897,,https://doi.org/10.1109/cicc48029.2020.9075897,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075897,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0007,CICC,CICC,2020,complete,A 1.5GS/s 8b Pipelined-SAR ADC with Output Level Shifting Settling Technique in 14nm CMOS,Yuanming Zhu|Shengchang Cai|Shiva Kiran|Yang-Hang Fan|Po-Hsuan Chang|Sebastian Hoyos|Samuel Palermo,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075942,,https://doi.org/10.1109/cicc48029.2020.9075942,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075942,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0008,CICC,CICC,2020,complete,A 1.6mm3 Wirelessly Powered Reconfigurable FDD Radio with On-Chip Antennas Achieving 4.7 pJ/b TX and 1 pJ/b RX Energy Efficiencies for Medical Implants,Hamed Rahmani|Aydin Babakhani,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075935,,https://doi.org/10.1109/cicc48029.2020.9075935,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075935,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0009,CICC,CICC,2020,complete,"A- 108dBm Sensitivity, -28dB SIR, 130nW to 41µW, Digitally Reconfigurable Bit-Level Duty-Cycled Wakeup and Data Receiver",Anjana Dissanayake|Jesse Moody|Henry L. Bishop|Daniel Truesdell|Henry Muhlbauer|Ruochen Lu|Anming Gao|Songbin Gong|Benton H. Calhoun|Steven M. Bowers,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075907,,https://doi.org/10.1109/cicc48029.2020.9075907,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075907,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2020-P0010,CICC,CICC,2020,complete,A 12.5mg mm-Scale Inductively-Powered Light-Directivity-Enhanced Highly-Linear Bidirectional Optogenetic Neuro-Stimulator,Tayebeh Yousefi|Mansour Taghadosi|Alireza Dabbaghian|Ryan Siu|Gerd Grau|Georg Zoidi|Hossein Kassiri,Technical Program,,accepted_paper,10.1109/cicc48029.2020.9075932,,https://doi.org/10.1109/cicc48029.2020.9075932,,,https://dblp.org/db/conf/cicc/cicc2020.html,,https://doi.org/10.1109/CICC48029.2020,,Crossref metadata for 2020 IEEE CICC proceedings article,https://doi.org/10.1109/cicc48029.2020.9075932,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
